order_id,order_date,sku,quantity,unit_price
WAW/2025/00265,2025-01-24,KAW-004,1,49.00
WAW/2025/00368,2025-01-24,HER-003,2,34.00
WAW/2025/00378,2025-01-24,KAW-007,4,36.00
WAW/2025/00517,2025-01-24,KAW-004,2,49.00
WAW/2025/00002,2025-01-25,KAW-001,1,89.00
WAW/2025/00176,2025-01-25,AKC-007,1,149.00
WAW/2025/00372,2025-01-25,AKC-007,1,149.00
WAW/2025/00389,2025-01-25,KAW-005,1,33.15
WAW/2025/00029,2025-01-26,HER-001,1,20.40
WAW/2025/00182,2025-01-26,AKC-007,1,149.00
WAW/2025/00264,2025-01-26,HER-003,1,34.00
WAW/2025/00295,2025-01-26,KAW-006,1,99.00
WAW/2025/00469,2025-01-26,HER-002,1,29.00
WAW/2025/00050,2025-01-27,AKC-004,3,79.00
WAW/2025/00121,2025-01-27,HER-002,1,29.00
WAW/2025/00281,2025-01-27,HER-002,1,29.00
WAW/2025/00258,2025-01-28,KAW-003,4,80.75
WAW/2025/00443,2025-01-28,AKC-007,4,149.00
WAW/2025/00496,2025-01-28,AKC-002,2,25.00
WAW/2025/00028,2025-01-29,KAW-001,1,75.65
WAW/2025/00419,2025-01-29,KAW-005,2,39.00
WAW/2025/00110,2025-01-31,KAW-007,1,36.00
WAW/2025/00184,2025-01-31,HER-001,1,24.00
WAW/2025/00031,2025-02-01,KAW-006,1,99.00
WAW/2025/00298,2025-02-01,HER-001,1,24.00
WAW/2025/00345,2025-02-01,KAW-001,1,89.00
WAW/2025/00493,2025-02-01,KAW-002,2,42.00
WAW/2025/00047,2025-02-02,HER-001,2,24.00
WAW/2025/00514,2025-02-02,KAW-003,3,95.00
WAW/2025/00086,2025-02-03,AKC-050,1,55.00
WAW/2025/00114,2025-02-03,HER-001,1,24.00
WAW/2025/00260,2025-02-03,HER-004,1,19.00
WAW/2025/00491,2025-02-03,AKC-007,1,149.00
WAW/2025/00006,2025-02-04,KAW-002,1,42.00
WAW/2025/00177,2025-02-04,HER-001,2,24.00
WAW/2025/00519,2025-02-04,KAW-005,3,39.00
WAW/2025/00311,2025-02-05,KAW-005,2,39.00
WAW/2025/00318,2025-02-05,KAW-007,4,36.00
WAW/2025/00400,2025-02-05,HER-005,1,32.00
WAW/2025/00402,2025-02-05,KAW-007,1,36.00
WAW/2025/00313,2025-02-06,KAW-003,2,95.00
WAW/2025/00399,2025-02-06,KAW-001,1,89.00
WAW/2025/00471,2025-02-06,KAW-005,1,39.00
WAW/2025/00520,2025-02-06,KAW-003,1,95.00
WAW/2025/00034,2025-02-07,AKC-002,1,25.00
WAW/2025/00282,2025-02-07,HER-003,1,34.00
WAW/2025/00304,2025-02-07,HER-002,3,29.00
WAW/2025/00334,2025-02-07,HER-003,2,34.00
WAW/2025/00347,2025-02-07,KAW-002,2,42.00
WAW/2025/00361,2025-02-07,HER-006,2,69.00
WAW/2025/00392,2025-02-07,KAW-002,1,42.00
WAW/2025/00205,2025-02-08,HER-003,1,34.00
WAW/2025/00140,2025-02-09,AKC-006,3,99.00
WAW/2025/00371,2025-02-09,KAW-001,2,89.00
WAW/2025/00036,2025-02-12,KAW-003,1,95.00
WAW/2025/00253,2025-02-13,KAW-001,4,89.00
WAW/2025/00045,2025-02-15,HER-002,4,24.65
WAW/2025/00226,2025-02-15,AKC-005,1,59.00
WAW/2025/00055,2025-02-16,HER-004,1,19.00
WAW/2025/00072,2025-02-16,KAW-002,4,42.00
WAW/2025/00158,2025-02-17,KAW-007,1,36.00
WAW/2025/00346,2025-02-17,KAW-005,2,39.00
WAW/2025/00058,2025-02-18,HER-004,2,19.00
WAW/2025/00082,2025-02-18,KAW-003,2,95.00
WAW/2025/00466,2025-02-18,KAW-001,1,89.00
WAW/2025/00040,2025-02-19,AKC-005,4,59.00
WAW/2025/00163,2025-02-19,HER-004,2,19.00
WAW/2025/00387,2025-02-19,KAW-002,1,42.00
WAW/2025/00405,2025-02-19,KAW-003,2,80.75
WAW/2025/00416,2025-02-19,HER-006,1,69.00
WAW/2025/00476,2025-02-19,KAW-005,3,33.15
WAW/2025/00497,2025-02-19,KAW-004,1,49.00
WAW/2025/00042,2025-02-20,KAW-006,2,99.00
WAW/2025/00200,2025-02-20,HER-006,4,58.65
WAW/2025/00239,2025-02-20,KAW-003,1,95.00
WAW/2025/00504,2025-02-20,KAW-002,2,42.00
WAW/2025/00248,2025-02-21,HER-004,3,19.00
WAW/2025/00363,2025-02-21,HER-003,1,34.00
WAW/2025/00080,2025-02-22,KAW-007,1,36.00
WAW/2025/00152,2025-02-22,KAW-003,1,95.00
WAW/2025/00329,2025-02-22,HER-005,1,32.00
WAW/2025/00161,2025-02-23,HER-004,3,19.00
WAW/2025/00312,2025-02-23,HER-002,1,29.00
WAW/2025/00314,2025-02-23,HER-005,3,32.00
WAW/2025/00051,2025-02-24,KAW-003,2,95.00
WAW/2025/00335,2025-02-24,HER-002,1,29.00
WAW/2025/00135,2025-02-25,AKC-001,2,119.00
WAW/2025/00187,2025-02-25,KAW-005,6,33.15
WAW/2025/00204,2025-02-25,AKC-004,1,79.00
WAW/2025/00294,2025-02-25,HER-004,1,19.00
WAW/2025/00066,2025-02-26,KAW-002,1,42.00
WAW/2025/00217,2025-02-26,KAW-005,1,39.00
WAW/2025/00503,2025-02-26,KAW-001,1,75.65
WAW/2025/00478,2025-02-27,AKC-003,1,189.00
WAW/2025/00071,2025-02-28,KAW-002,1,42.00
WAW/2025/00150,2025-02-28,HER-003,1,34.00
WAW/2025/00230,2025-02-28,KAW-001,2,75.65
WAW/2025/00420,2025-02-28,KAW-007,1,36.00
WAW/2025/00023,2025-03-01,KAW-099,1,55.00
WAW/2025/00169,2025-03-01,HER-003,2,34.00
WAW/2025/00183,2025-03-01,AKC-002,1,21.25
WAW/2025/00210,2025-03-02,HER-001,3,24.00
WAW/2025/00278,2025-03-02,KAW-004,3,49.00
WAW/2025/00380,2025-03-02,KAW-003,1,80.75
WAW/2025/00038,2025-03-03,HER-004,1,19.00
WAW/2025/00386,2025-03-03,AKC-002,1,25.00
WAW/2025/00417,2025-03-03,KAW-002,2,42.00
WAW/2025/00088,2025-03-04,KAW-001,1,89.00
WAW/2025/00090,2025-03-04,HER-006,1,69.00
WAW/2025/00147,2025-03-04,KAW-003,6,95.00
WAW/2025/00180,2025-03-04,KAW-004,1,49.00
WAW/2025/00290,2025-03-04,HER-003,1,34.00
WAW/2025/00411,2025-03-04,HER-006,2,69.00
WAW/2025/00414,2025-03-04,KAW-003,1,95.00
WAW/2025/00061,2025-03-05,HER-006,1,69.00
WAW/2025/00164,2025-03-05,HER-004,1,16.15
WAW/2025/00170,2025-03-06,HER-005,1,32.00
WAW/2025/00307,2025-03-06,HER-002,3,29.00
WAW/2025/00415,2025-03-06,AKC-005,4,50.15
WAW/2025/00107,2025-03-07,HER-003,1,34.00
WAW/2025/00277,2025-03-07,KAW-002,3,42.00
WAW/2025/00073,2025-03-08,KAW-007,1,36.00
WAW/2025/00338,2025-03-08,KAW-003,1,80.75
WAW/2025/00382,2025-03-08,HER-003,6,34.00
WAW/2025/00104,2025-03-09,HER-004,2,19.00
WAW/2025/00167,2025-03-09,HER-003,1,34.00
WAW/2025/00245,2025-03-09,KAW-004,1,49.00
WAW/2025/00122,2025-03-10,KAW-004,2,49.00
WAW/2025/00179,2025-03-10,HER-004,1,19.00
WAW/2025/00475,2025-03-10,HER-006,1,69.00
WAW/2025/00404,2025-03-12,KAW-002,2,42.00
WAW/2025/00445,2025-03-12,KAW-007,2,36.00
WAW/2025/00308,2025-03-13,HER-002,1,29.00
WAW/2025/00449,2025-03-13,HER-001,1,24.00
WAW/2025/00407,2025-03-14,HER-006,1,69.00
WAW/2025/00019,2025-03-15,KAW-003,3,95.00
WAW/2025/00263,2025-03-15,KAW-001,1,89.00
WAW/2025/00266,2025-03-15,AKC-006,1,84.15
WAW/2025/00435,2025-03-15,HER-004,1,19.00
WAW/2025/00119,2025-03-16,KAW-001,3,89.00
WAW/2025/00398,2025-03-16,KAW-002,6,42.00
WAW/2025/00483,2025-03-16,KAW-005,3,39.00
WAW/2025/00321,2025-03-17,KAW-005,6,39.00
WAW/2025/00441,2025-03-17,KAW-001,2,89.00
WAW/2025/00010,2025-03-18,KAW-003,1,95.00
WAW/2025/00011,2025-03-18,HER-006,1,69.00
WAW/2025/00330,2025-03-18,AKC-006,6,84.15
WAW/2025/00332,2025-03-18,KAW-001,1,89.00
WAW/2025/00384,2025-03-18,KAW-006,1,99.00
WAW/2025/00490,2025-03-18,KAW-007,1,36.00
WAW/2025/00231,2025-03-19,KAW-005,2,39.00
WAW/2025/00252,2025-03-20,KAW-005,2,39.00
WAW/2025/00432,2025-03-20,KAW-003,4,80.75
WAW/2025/00032,2025-03-21,KAW-002,1,42.00
WAW/2025/00227,2025-03-21,AKC-007,2,149.00
WAW/2025/00438,2025-03-21,KAW-005,1,39.00
WAW/2025/00481,2025-03-21,HER-003,3,28.90
WAW/2025/00014,2025-03-22,KAW-005,2,39.00
WAW/2025/00157,2025-03-22,AKC-007,1,149.00
WAW/2025/00201,2025-03-22,AKC-003,4,189.00
WAW/2025/00213,2025-03-22,KAW-007,1,30.60
WAW/2025/00228,2025-03-22,HER-004,1,19.00
WAW/2025/00509,2025-03-23,AKC-002,1,25.00
WAW/2025/00001,2025-03-24,KAW-005,3,33.15
WAW/2025/00359,2025-03-24,KAW-006,3,99.00
WAW/2025/00424,2025-03-24,HER-006,1,58.65
WAW/2025/00440,2025-03-24,KAW-006,6,99.00
WAW/2025/00454,2025-03-24,HER-001,1,24.00
WAW/2025/00052,2025-03-25,KAW-006,4,99.00
WAW/2025/00074,2025-03-25,KAW-001,1,89.00
WAW/2025/00189,2025-03-25,KAW-005,1,39.00
WAW/2025/00221,2025-03-25,KAW-003,1,95.00
WAW/2025/00249,2025-03-26,KAW-005,4,39.00
WAW/2025/00391,2025-03-26,KAW-001,2,89.00
WAW/2025/00091,2025-03-27,KAW-006,1,99.00
WAW/2025/00484,2025-03-27,KAW-001,3,89.00
WAW/2025/00068,2025-03-28,KAW-005,1,33.15
WAW/2025/00069,2025-03-28,KAW-006,1,84.15
WAW/2025/00077,2025-03-28,KAW-006,2,99.00
WAW/2025/00118,2025-03-28,KAW-002,2,42.00
WAW/2025/00390,2025-03-28,KAW-003,1,95.00
WAW/2025/00327,2025-03-29,KAW-007,1,36.00
WAW/2025/00254,2025-03-30,HER-003,1,28.90
WAW/2025/00041,2025-03-31,KAW-005,1,39.00
WAW/2025/00442,2025-03-31,KAW-001,1,89.00
WAW/2025/00485,2025-03-31,KAW-005,1,39.00
WAW/2025/00053,2025-04-01,HER-002,1,29.00
WAW/2025/00381,2025-04-01,KAW-007,4,30.60
WAW/2025/00489,2025-04-01,KAW-005,2,39.00
WAW/2025/00039,2025-04-02,AKC-007,1,149.00
WAW/2025/00271,2025-04-02,AKC-003,2,189.00
WAW/2025/00410,2025-04-02,KAW-006,1,99.00
WAW/2025/00458,2025-04-02,HER-002,1,29.00
WAW/2025/00134,2025-04-03,KAW-007,3,36.00
WAW/2025/00401,2025-04-03,AKC-002,2,25.00
WAW/2025/00115,2025-04-04,AKC-001,1,119.00
WAW/2025/00194,2025-04-04,KAW-005,4,39.00
WAW/2025/00196,2025-04-04,KAW-002,2,35.70
WAW/2025/00409,2025-04-04,HER-003,3,34.00
WAW/2025/00426,2025-04-04,KAW-003,1,95.00
WAW/2025/00437,2025-04-04,KAW-007,1,36.00
WAW/2025/00225,2025-04-05,KAW-005,1,39.00
WAW/2025/00262,2025-04-05,HER-004,1,19.00
WAW/2025/00492,2025-04-05,KAW-005,1,39.00
WAW/2025/00385,2025-04-06,KAW-002,1,42.00
WAW/2025/00030,2025-04-07,KAW-004,1,49.00
WAW/2025/00133,2025-04-07,HER-004,2,19.00
WAW/2025/00159,2025-04-07,AKC-007,1,149.00
WAW/2025/00214,2025-04-07,HER-005,1,27.20
WAW/2025/00022,2025-04-08,KAW-002,1,42.00
WAW/2025/00299,2025-04-08,KAW-001,1,89.00
WAW/2025/00412,2025-04-08,AKC-001,1,119.00
WAW/2025/00310,2025-04-09,HER-005,2,32.00
WAW/2025/00494,2025-04-09,HER-003,1,34.00
WAW/2025/00207,2025-04-10,KAW-007,1,36.00
WAW/2025/00293,2025-04-10,AKC-002,1,25.00
WAW/2025/00063,2025-04-11,KAW-001,1,89.00
WAW/2025/00128,2025-04-11,HER-002,1,24.65
WAW/2025/00302,2025-04-11,KAW-002,1,42.00
WAW/2025/00046,2025-04-12,HER-004,1,16.15
WAW/2025/00151,2025-04-12,HER-005,1,32.00
WAW/2025/00191,2025-04-12,KAW-002,2,42.00
WAW/2025/00192,2025-04-12,KAW-005,1,39.00
WAW/2025/00301,2025-04-13,KAW-007,3,36.00
WAW/2025/00331,2025-04-13,AKC-001,1,119.00
WAW/2025/00423,2025-04-13,KAW-005,6,39.00
WAW/2025/00461,2025-04-13,HER-001,1,24.00
WAW/2025/00498,2025-04-13,KAW-005,2,39.00
WAW/2025/00341,2025-04-14,KAW-001,2,89.00
WAW/2025/00369,2025-04-14,HER-006,4,69.00
WAW/2025/00406,2025-04-15,AKC-002,1,25.00
WAW/2025/00447,2025-04-16,KAW-001,2,89.00
WAW/2025/00117,2025-04-17,KAW-004,1,49.00
WAW/2025/00325,2025-04-17,KAW-005,1,39.00
WAW/2025/00444,2025-04-17,KAW-005,2,39.00
WAW/2025/00024,2025-04-18,HER-001,1,24.00
WAW/2025/00208,2025-04-18,KAW-003,1,95.00
WAW/2025/00261,2025-04-19,KAW-005,1,39.00
WAW/2025/00272,2025-04-19,KAW-001,1,89.00
WAW/2025/00291,2025-04-19,KAW-001,1,89.00
WAW/2025/00123,2025-04-20,HER-005,4,32.00
WAW/2025/00130,2025-04-20,KAW-003,1,80.75
WAW/2025/00175,2025-04-20,AKC-007,1,149.00
WAW/2025/00455,2025-04-20,AKC-005,1,50.15
WAW/2025/00021,2025-04-21,KAW-004,1,49.00
WAW/2025/00136,2025-04-21,HER-006,1,69.00
WAW/2025/00397,2025-04-21,AKC-007,1,149.00
WAW/2025/00003,2025-04-22,KAW-003,1,95.00
WAW/2025/00144,2025-04-22,KAW-002,1,35.70
WAW/2025/00195,2025-04-22,KAW-006,1,99.00
WAW/2025/00453,2025-04-22,KAW-007,4,30.60
WAW/2025/00457,2025-04-22,KAW-007,1,36.00
WAW/2025/00486,2025-04-22,HER-002,1,29.00
WAW/2025/00317,2025-04-23,KAW-002,1,42.00
WAW/2025/00434,2025-04-23,KAW-002,1,42.00
WAW/2025/00212,2025-04-24,HER-002,1,24.65
WAW/2025/00017,2025-04-25,KAW-005,1,39.00
WAW/2025/00374,2025-04-25,HER-005,1,32.00
WAW/2025/00112,2025-04-26,KAW-005,4,39.00
WAW/2025/00125,2025-04-26,KAW-002,1,42.00
WAW/2025/00354,2025-04-26,HER-005,1,32.00
WAW/2025/00102,2025-04-27,HER-004,1,19.00
WAW/2025/00289,2025-04-27,KAW-004,3,49.00
WAW/2025/00297,2025-04-27,HER-003,2,34.00
WAW/2025/00428,2025-04-27,HER-005,3,32.00
WAW/2025/00436,2025-04-27,KAW-007,1,36.00
WAW/2025/00479,2025-04-27,HER-001,1,24.00
WAW/2025/00105,2025-04-28,KAW-005,2,39.00
WAW/2025/00274,2025-04-28,HER-001,2,24.00
WAW/2025/00348,2025-04-28,AKC-001,1,119.00
WAW/2025/00450,2025-04-28,KAW-005,1,39.00
WAW/2025/00018,2025-04-29,HER-001,1,24.00
WAW/2025/00153,2025-04-30,HER-004,4,19.00
WAW/2025/00305,2025-04-30,HER-004,2,19.00
WAW/2025/00473,2025-04-30,HER-005,1,27.20
WAW/2025/00306,2025-05-01,HER-006,1,69.00
WAW/2025/00352,2025-05-01,KAW-002,1,42.00
WAW/2025/00111,2025-05-02,KAW-006,6,99.00
WAW/2025/00211,2025-05-02,KAW-001,1,89.00
WAW/2025/00326,2025-05-02,KAW-007,1,36.00
WAW/2025/00446,2025-05-02,HER-001,2,24.00
WAW/2025/00219,2025-05-03,KAW-004,1,49.00
WAW/2025/00396,2025-05-03,KAW-002,6,42.00
WAW/2025/00408,2025-05-03,HER-002,2,29.00
WAW/2025/00108,2025-05-04,KAW-004,2,49.00
WAW/2025/00351,2025-05-05,KAW-004,2,49.00
WAW/2025/00013,2025-05-06,AKC-005,2,50.15
WAW/2025/00138,2025-05-06,AKC-050,4,55.00
WAW/2025/00216,2025-05-06,HER-005,2,32.00
WAW/2025/00267,2025-05-06,HER-005,2,32.00
WAW/2025/00270,2025-05-06,HER-003,2,34.00
WAW/2025/00394,2025-05-06,KAW-006,1,99.00
WAW/2025/00154,2025-05-07,AKC-001,4,119.00
WAW/2025/00328,2025-05-07,KAW-007,1,36.00
WAW/2025/00370,2025-05-07,KAW-002,2,42.00
WAW/2025/00413,2025-05-07,KAW-001,1,89.00
WAW/2025/00129,2025-05-08,KAW-006,2,99.00
WAW/2025/00362,2025-05-08,KAW-002,2,42.00
WAW/2025/00448,2025-05-08,AKC-007,3,149.00
WAW/2025/00452,2025-05-08,KAW-004,3,49.00
WAW/2025/00456,2025-05-08,KAW-007,2,36.00
WAW/2025/00054,2025-05-09,KAW-002,3,42.00
WAW/2025/00209,2025-05-09,KAW-001,1,89.00
WAW/2025/00084,2025-05-10,KAW-003,1,95.00
WAW/2025/00092,2025-05-10,KAW-002,1,42.00
WAW/2025/00098,2025-05-10,HER-005,2,27.20
WAW/2025/00198,2025-05-10,KAW-005,1,39.00
WAW/2025/00324,2025-05-11,HER-004,1,19.00
WAW/2025/00472,2025-05-11,KAW-002,1,42.00
WAW/2025/00513,2025-05-11,HER-003,1,34.00
WAW/2025/00025,2025-05-12,HER-002,1,29.00
WAW/2025/00268,2025-05-12,AKC-004,1,79.00
WAW/2025/00395,2025-05-12,AKC-001,1,119.00
WAW/2025/00433,2025-05-12,KAW-002,4,42.00
WAW/2025/00223,2025-05-14,HER-006,6,69.00
WAW/2025/00246,2025-05-14,KAW-004,3,49.00
WAW/2025/00280,2025-05-14,KAW-003,1,95.00
WAW/2025/00367,2025-05-14,KAW-007,1,36.00
WAW/2025/00431,2025-05-14,KAW-099,1,55.00
WAW/2025/00506,2025-05-14,KAW-006,1,99.00
WAW/2025/00422,2025-05-15,AKC-006,1,84.15
WAW/2025/00511,2025-05-15,AKC-004,4,79.00
WAW/2025/00139,2025-05-16,AKC-006,1,99.00
WAW/2025/00222,2025-05-16,HER-006,1,69.00
WAW/2025/00462,2025-05-16,KAW-002,1,42.00
WAW/2025/00009,2025-05-17,KAW-004,1,49.00
WAW/2025/00146,2025-05-18,KAW-006,2,99.00
WAW/2025/00273,2025-05-20,KAW-005,1,39.00
WAW/2025/00516,2025-05-20,AKC-005,1,59.00
WAW/2025/00008,2025-05-21,KAW-007,1,36.00
WAW/2025/00049,2025-05-21,KAW-001,2,89.00
WAW/2025/00126,2025-05-21,KAW-006,1,99.00
WAW/2025/00124,2025-05-22,HER-003,2,28.90
WAW/2025/00470,2025-05-22,HER-006,1,69.00
WAW/2025/00057,2025-05-23,HER-004,1,19.00
WAW/2025/00488,2025-05-23,HER-006,1,69.00
WAW/2025/00062,2025-05-24,KAW-003,1,95.00
WAW/2025/00206,2025-05-24,HER-002,1,29.00
WAW/2025/00460,2025-05-24,KAW-002,1,42.00
WAW/2025/00515,2025-05-24,KAW-007,2,36.00
WAW/2025/00004,2025-05-25,KAW-003,4,95.00
WAW/2025/00339,2025-05-25,AKC-004,2,67.15
WAW/2025/00373,2025-05-26,AKC-003,1,189.00
WAW/2025/00467,2025-05-26,HER-002,1,24.65
WAW/2025/00005,2025-05-28,KAW-001,2,89.00
WAW/2025/00236,2025-05-29,AKC-004,1,79.00
WAW/2025/00474,2025-05-29,HER-003,1,34.00
WAW/2025/00094,2025-05-30,HER-006,3,69.00
WAW/2025/00145,2025-05-30,KAW-004,1,49.00
WAW/2025/00357,2025-05-30,AKC-001,2,119.00
WAW/2025/00439,2025-05-30,AKC-003,4,189.00
WAW/2025/00477,2025-05-30,KAW-001,1,75.65
WAW/2025/00508,2025-05-30,KAW-001,1,89.00
WAW/2025/00093,2025-05-31,KAW-001,1,89.00
WAW/2025/00232,2025-05-31,KAW-005,1,39.00
WAW/2025/00256,2025-06-01,KAW-003,1,95.00
WAW/2025/00095,2025-06-02,KAW-004,1,49.00
WAW/2025/00156,2025-06-02,KAW-001,1,75.65
WAW/2025/00168,2025-06-02,HER-002,1,29.00
WAW/2025/00173,2025-06-02,KAW-003,1,95.00
WAW/2025/00451,2025-06-02,KAW-004,3,49.00
WAW/2025/00403,2025-06-03,KAW-002,1,42.00
WAW/2025/00358,2025-06-04,KAW-003,2,95.00
WAW/2025/00076,2025-06-05,KAW-001,1,89.00
WAW/2025/00166,2025-06-05,KAW-004,2,49.00
WAW/2025/00172,2025-06-05,HER-006,2,69.00
WAW/2025/00315,2025-06-05,KAW-002,1,42.00
WAW/2025/00356,2025-06-05,KAW-001,3,89.00
WAW/2025/00048,2025-06-06,AKC-006,1,99.00
WAW/2025/00215,2025-06-07,HER-005,6,32.00
WAW/2025/00218,2025-06-07,HER-005,1,32.00
WAW/2025/00056,2025-06-08,KAW-007,1,36.00
WAW/2025/00096,2025-06-08,KAW-001,3,89.00
WAW/2025/00202,2025-06-08,AKC-001,3,119.00
WAW/2025/00203,2025-06-08,HER-006,1,69.00
WAW/2025/00279,2025-06-08,KAW-002,1,42.00
WAW/2025/00350,2025-06-08,KAW-004,1,49.00
WAW/2025/00388,2025-06-08,AKC-001,1,119.00
WAW/2025/00070,2025-06-09,AKC-005,4,59.00
WAW/2025/00309,2025-06-09,HER-002,4,29.00
WAW/2025/00097,2025-06-10,HER-003,4,34.00
WAW/2025/00101,2025-06-10,KAW-007,1,36.00
WAW/2025/00229,2025-06-10,KAW-007,1,36.00
WAW/2025/00241,2025-06-10,AKC-001,2,119.00
WAW/2025/00430,2025-06-10,AKC-003,1,189.00
WAW/2025/00499,2025-06-10,KAW-002,1,42.00
WAW/2025/00502,2025-06-10,KAW-004,2,49.00
WAW/2025/00224,2025-06-11,HER-004,1,19.00
WAW/2025/00285,2025-06-11,KAW-001,2,89.00
WAW/2025/00465,2025-06-11,KAW-004,1,49.00
WAW/2025/00505,2025-06-11,KAW-003,2,95.00
WAW/2025/00027,2025-06-12,KAW-003,1,95.00
WAW/2025/00037,2025-06-12,HER-005,3,32.00
WAW/2025/00259,2025-06-12,HER-004,1,19.00
WAW/2025/00303,2025-06-12,HER-002,3,29.00
WAW/2025/00316,2025-06-12,KAW-003,1,95.00
WAW/2025/00100,2025-06-13,KAW-002,2,42.00
WAW/2025/00234,2025-06-13,HER-002,3,29.00
WAW/2025/00283,2025-06-13,KAW-004,1,49.00
WAW/2025/00035,2025-06-14,HER-003,1,34.00
WAW/2025/00065,2025-06-14,KAW-002,6,42.00
WAW/2025/00197,2025-06-14,KAW-005,4,39.00
WAW/2025/00240,2025-06-14,HER-001,1,24.00
WAW/2025/00255,2025-06-14,HER-003,1,34.00
WAW/2025/00288,2025-06-14,HER-006,2,69.00
WAW/2025/00343,2025-06-14,AKC-001,1,119.00
WAW/2025/00143,2025-06-15,AKC-005,1,59.00
WAW/2025/00149,2025-06-15,KAW-004,4,49.00
WAW/2025/00287,2025-06-15,KAW-003,3,95.00
WAW/2025/00353,2025-06-15,HER-005,2,32.00
WAW/2025/00083,2025-06-16,KAW-006,1,99.00
WAW/2025/00127,2025-06-17,HER-002,2,29.00
WAW/2025/00243,2025-06-17,KAW-003,1,95.00
WAW/2025/00337,2025-06-17,KAW-099,2,55.00
WAW/2025/00103,2025-06-18,HER-004,3,19.00
WAW/2025/00333,2025-06-18,KAW-007,1,36.00
